bigram;freq;percentile_100;freq10;freq20;freq30_50
kn;3146478;0,06521101;HF;;HF
ko;18316116;0,37960303;HF;;HF
kø;345730;0,007165282;LF;;LF
kp;124313;0,002576397;LF;;LF
kq;305;6,32115E-06;LF;;LF
kr;12326098;0,25545937;HF;;HF
ks;9276327;0,19225265;HF;;HF
kt;16143453;0,33457437;HF;;HF
ku;8525649;0,17669477;HF;;HF
kv;3769605;0,07812537;HF;;HF
kw;31051;0,000643534;LF;;LF
kx;1502;3,11291E-05;LF;;LF
kz;662;1,372E-05;LF;;LF
la;30395908;0,6299577;HF;;HF
lc;97876;0,002028488;LF;;LF
ld;14129327;0,29283145;HF;;HF
le;63682642;1,3198279;HF;;HF
lg;6453922;0,13375805;HF;;HF
li;50631037;1,0493323;HF;;HF
lk;3309161;0,06858263;HF;;HF
ll;33617746;0,6967305;HF;;HF
ln;219313;0,00454528;LF;;LF
lo;10261977;0,21268031;HF;;HF
lø;4568222;0,09467677;HF;;HF
lq;6143;0,000127314;LF;;LF
lr;311727;0,006460568;LF;;LF
ls;12588927;0,26090655;HF;;HF
lt;13139513;0,27231747;HF;;HF
lu;5565438;0,11534415;HF;;HF
lv;5040179;0,104458116;HF;;HF
lw;19644;0,000407124;LF;;LF
lx;4340;8,99469E-05;LF;;LF
ly;4953927;0,10267054;HF;;HF
lz;27405;0,000567971;LF;;LF
ma;19311486;0,40023214;HF;;HF
må;6667142;0,13817705;HF;;HF
mæ;73341;0,001519998;LF;;LF
mc;149318;0,003094628;LF;;LF
md;292414;0,006060304;LF;;LF
me;58219261;1,2065989;HF;;HF
mi;14590481;0,3023889;HF;;HF
mj;118057;0,002446741;LF;;LF
mm;13709961;0,28414005;HF;;HF
mo;10241579;0,21225755;HF;;HF
mp;5273494;0,109293595;HF;;HF
mq;8053;0,000166899;LF;;LF
ms;3639313;0,07542506;HF;;HF
mt;3118310;0,06462723;HF;;HF
mu;4113206;0,085246526;HF;;HF
mv;209704;0,004346132;LF;;LF
mw;76624;0,001588039;LF;;LF
mx;3066;6,35431E-05;LF;;LF
mz;7515;0,000155749;LF;;LF
na;12472634;0,25849634;HF;;HF
nå;5378893;0,111477986;HF;;HF
nd;39822284;0,82532007;HF;;HF
ne;71520049;1,4822588;HF;;HF
ng;45503330;0,94306016;HF;;HF
ni;16074747;0,33315045;HF;;HF
nk;6353237;0,13167135;HF;;HF
nl;3416949;0,070816554;HF;;HF
nn;34962838;0,72460765;HF;;HF
no;15842973;0,3283469;HF;;HF
nq;9697;0,000200971;LF;;LF
ns;30181155;0,62550694;HF;;HF
nt;25967892;0,5381867;HF;;HF
nw;24277;0,000503143;LF;;LF
nx;4481;9,28691E-05;LF;;LF
ny;5406147;0,11204284;HF;;HF
nz;114586;0,002374804;LF;;LF
oå;19421;0,000402502;LF;;LF
øa;31011;0,000642706;LF;;LF
øå;1504;3,11705E-05;LF;;LF
oæ;88;1,82381E-06;LF;;LF
øæ;118;2,44556E-06;LF;;LF
ob;4282959;0,088764675;HF;;HF
øb;248050;0,005140856;LF;;LF
øc;3333;6,90767E-05;LF;;LF
od;6610555;0,13700429;HF;;HF
oe;5558800;0,11520658;HF;;HF
og;36423932;0,7548889;HF;;HF
øg;377432;0,007822309;LF;;LF
øh;59033;0,001223464;LF;;LF
øi;147533;0,003057633;LF;;LF
oj;112010;0,002321416;LF;;LF
øj;4329;8,97189E-05;LF;;LF
ok;7254609;0,15035237;HF;;HF
øk;4488201;0,09301834;HF;;HF
ol;21340405;0,4422816;HF;;HF
øl;3594455;0,074495375;HF;;HF
om;45772001;0,9486284;HF;;HF
on;28563530;0,5919815;HF;;HF
øn;3530736;0,0731748;HF;;HF
oø;7810;0,000161863;LF;;LF
øo;18233;0,00037788;LF;;LF
øø;3679;7,62476E-05;LF;;LF
op;13746198;0,28489107;HF;;HF
oq;7996;0,000165718;LF;;LF
øq;77;1,59583E-06;LF;;LF
or;70485577;1,4608192;HF;;HF
ør;19465888;0,4034321;HF;;HF
os;11427834;0,2368428;HF;;HF
ot;11239791;0,23294559;HF;;HF
øu;6184;0,000128164;LF;;LF
ov;9475349;0,19637738;HF;;HF
øw;4433;9,18743E-05;LF;;LF
ox;94991;0,001968696;LF;;LF
øx;326;6,75638E-06;LF;;LF
oy;260142;0,005391464;LF;;LF
øy;4515533;0,09358479;HF;;HF
oz;97746;0,002025794;LF;;LF
øz;537;1,11294E-05;LF;;LF
pa;8232412;0,1706174;HF;;HF
på;23965067;0,49667794;HF;;HF
pæ;19766;0,000409652;LF;;LF
pb;113757;0,002357623;LF;;LF
pc;62843;0,001302426;LF;;LF
pe;21502462;0,44564027;HF;;HF
pi;6552104;0,13579288;HF;;HF
pj;32492;0,000673399;LF;;LF
pk;191668;0,003972335;LF;;LF
pl;5840656;0,12104807;HF;;HF
pm;243217;0,005040692;LF;;LF
po;9904749;0,20527674;HF;;HF
pp;14731938;0,30532062;HF;;HF
pq;243;5,0362E-06;LF;;LF
pr;12312624;0,25518015;HF;;HF
ps;3196711;0,0662521;HF;;HF
pt;3016004;0,06250692;HF;;HF
pu;3824914;0,07927165;HF;;HF
pv;125936;0,002610034;LF;;LF
pw;4662;9,66203E-05;LF;;LF
px;627;1,29946E-05;LF;;LF
py;147129;0,003049261;LF;;LF
pz;4986;0,000103335;LF;;LF
qa;36104;0,000748258;LF;;LF
qå;1;2,07251E-08;LF;;LF
qb;3606;7,47347E-05;LF;;LF
qc;249;5,16055E-06;LF;;LF
qd;386;7,99988E-06;LF;;LF
qe;1164;2,4124E-05;LF;;LF
qf;119;2,46628E-06;LF;;LF
qg;37;7,66828E-07;LF;;LF
qh;197;4,08284E-06;LF;;LF
qi;11112;0,000230297;LF;;LF
qj;14;2,90151E-07;LF;;LF
qk;18;3,73051E-07;LF;;LF
ql;225;4,66314E-06;LF;;LF
qm;331;6,86E-06;LF;;LF
qn;141;2,92224E-06;LF;;LF
qo;1456;3,01757E-05;LF;;LF
qø;1;2,07251E-08;LF;;LF
qp;7098;0,000147107;LF;;LF
qq;1394;2,88908E-05;LF;;LF
qr;565;1,17097E-05;LF;;LF
qs;1754;3,63518E-05;LF;;LF
qt;2301;4,76884E-05;LF;;LF
qu;341526;0,007078155;LF;;LF
qv;22894;0,00047448;LF;;LF
qw;22614;0,000468677;LF;;LF
qx;670;1,38858E-05;LF;;LF
qy;36;7,46103E-07;LF;;LF
qz;71;1,47148E-06;LF;;LF
ra;33384310;0,6918925;HF;;HF
rå;3048343;0,06317715;HF;;HF
ræ;131255;0,002720271;LF;;LF
rb;5177737;0,10730902;HF;;HF
rd;14259759;0,29553467;HF;;HF
re;91394327;1,8941548;HF;;HF
rf;3109419;0,06444296;HF;;HF
rg;8527928;0,176742;HF;;HF
ri;33451888;0,6932931;HF;;HF
rk;9833433;0,2037987;HF;;HF
rl;5325526;0,11037196;HF;;HF
rm;5454623;0,113047495;HF;;HF
rn;10005831;0,20737168;HF;;HF
ro;19038060;0,39456534;HF;;HF
rø;4576673;0,09485192;HF;;HF
rq;12254;0,000253965;LF;;LF
rr;5069433;0,105064414;HF;;HF
rs;23515235;0,48735517;HF;;HF
rt;31988972;0,662974;HF;;HF
ru;11908673;0,24680822;HF;;HF
rw;200339;0,004152042;LF;;LF
rx;5934;0,000122983;LF;;LF
ry;3747477;0,077666774;HF;;HF
rz;54944;0,001138719;LF;;LF
sa;19655629;0,4073645;HF;;HF
så;7926636;0,16428018;HF;;HF
sd;2935780;0,060844276;HF;;HF
se;60994008;1,2641058;HF;;HF
si;27947388;0,5792119;HF;;HF
sj;12947224;0,26833227;HF;;HF
sk;41337681;0,8567268;HF;;HF
sl;12360784;0,25617823;HF;;HF
sm;4940077;0,1023835;HF;;HF
sn;3275118;0,06787709;HF;;HF
so;26148951;0,54193914;HF;;HF
sø;5033965;0,10432933;HF;;HF
sp;12532222;0,2597313;HF;;HF
sq;25974;0,000538313;LF;;LF
ss;16038329;0,33239567;HF;;HF
st;69228661;1,4347696;HF;;HF
su;3939736;0,081651345;HF;;HF
sv;6872209;0,14242709;HF;;HF
sw;121300;0,002513952;LF;;LF
sx;3544;7,34497E-05;LF;;LF
sy;4440622;0,092032254;HF;;HF
sz;39881;0,000826537;LF;;LF
ta;27870935;0,57762736;HF;;HF
tæ;431938;0,00895195;LF;;LF
tb;3564980;0,073884495;HF;;HF
tc;202253;0,00419171;LF;;LF
te;102224508;2,1186113;HF;;HF
th;3197677;0,06627212;HF;;HF
ti;56180119;1,1643375;HF;;HF
tn;2975267;0,061662648;HF;;HF
to;20693817;0,42888108;HF;;HF
tø;4234602;0,08776248;HF;;HF
tq;753;1,5606E-05;LF;;LF
tr;21544936;0,44652057;HF;;HF
ts;11580647;0,24000983;HF;;HF
tt;44571994;0,9237582;HF;;HF
tu;5983876;0,124016315;HF;;HF
tv;2945482;0,061045352;HF;;HF
tw;314581;0,006519717;LF;;LF
tx;3771;7,81543E-05;LF;;LF
ty;4508169;0,09343217;HF;;HF
tz;216960;0,004496514;LF;;LF
uå;4642;9,62058E-05;LF;;LF
uæ;2631;5,45277E-05;LF;;LF
ub;3938085;0,08161714;HF;;HF
uc;251563;0,005213663;LF;;LF
ud;3917514;0,0811908;HF;;HF
ue;2932321;0,06077259;HF;;HF
uh;251349;0,005209229;LF;;LF
uj;49373;0,00102326;LF;;LF
uk;5958477;0,123489924;HF;;HF
ul;9782178;0,20273645;HF;;HF
um;3343579;0,06929594;HF;;HF
un;20755204;0,43015328;HF;;HF
uo;142325;0,002949697;LF;;LF
uø;21025;0,000435745;LF;;LF
uq;3646;7,55636E-05;LF;;LF
ur;8218931;0,17033802;HF;;HF
us;11026867;0,22853272;HF;;HF
ut;17832844;0,36958712;HF;;HF
uu;138220;0,002864621;LF;;LF
uw;31494;0,000652716;LF;;LF
ux;54640;0,001132418;LF;;LF
uy;43219;0,000895717;LF;;LF
uz;73036;0,001513677;LF;;LF
va;20691063;0,42882398;HF;;HF
væ;6002540;0,124403134;HF;;HF
vb;189319;0,003923652;LF;;LF
vc;5704;0,000118216;LF;;LF
ve;39283259;0,8141487;HF;;HF
vf;305062;0,006322435;LF;;LF
vi;31783054;0,65870637;HF;;HF
vj;245504;0,00508809;LF;;LF
vk;211261;0,004378401;LF;;LF
vm;373309;0,007736859;LF;;LF
vo;5284253;0,109516576;HF;;HF
vø;190801;0,003954366;LF;;LF
vp;149368;0,003095664;LF;;LF
vq;62;1,28496E-06;LF;;LF
vv;387865;0,008038534;LF;;LF
vw;11758;0,000243686;LF;;LF
vx;368;7,62683E-06;LF;;LF
vy;64314;0,001332913;LF;;LF
vz;656;1,35957E-05;LF;;LF
wå;1462;3,03001E-05;LF;;LF
wæ;13239;0,000274379;LF;;LF
wb;27205;0,000563826;LF;;LF
wc;73498;0,001523252;LF;;LF
wd;17347;0,000359518;LF;;LF
wf;12798;0,00026524;LF;;LF
wg;2736;5,67038E-05;LF;;LF
wh;106665;0,002210641;LF;;LF
wj;476;9,86514E-06;LF;;LF
wk;13580;0,000281447;LF;;LF
wl;31633;0,000655597;LF;;LF
wm;5918;0,000122651;LF;;LF
wn;104462;0,002164983;LF;;LF
wo;326849;0,006773972;LF;;LF
wø;1189;2,46421E-05;LF;;LF
wp;2204;4,56781E-05;LF;;LF
wq;71;1,47148E-06;LF;;LF
wr;30800;0,000638333;LF;;LF
ws;158522;0,003285381;LF;;LF
wt;25254;0,000523391;LF;;LF
wu;17093;0,000354254;LF;;LF
wv;883;1,83002E-05;LF;;LF
ww;7768;0,000160992;LF;;LF
wx;58;1,20205E-06;LF;;LF
wy;20307;0,000420864;LF;;LF
wz;2586;5,35951E-05;LF;;LF
xa;162187;0,003361339;LF;;LF
xå;55;1,13988E-06;LF;;LF
xb;20792;0,000430916;LF;;LF
xc;8163;0,000169179;LF;;LF
xd;2249;4,66107E-05;LF;;LF
xe;58352;0,00120935;LF;;LF
xf;13880;0,000287664;LF;;LF
xg;686;1,42174E-05;LF;;LF
xh;7709;0,00015977;LF;;LF
xi;168591;0,003494062;LF;;LF
xj;409;8,47656E-06;LF;;LF
xk;11293;0,000234048;LF;;LF
xl;13568;0,000281198;LF;;LF
xm;5174;0,000107232;LF;;LF
xn;5127;0,000106257;LF;;LF
xo;27767;0,000575473;LF;;LF
xø;95;1,96888E-06;LF;;LF
xp;60630;0,001256562;LF;;LF
xq;89;1,84453E-06;LF;;LF
xr;4122;8,54288E-05;LF;;LF
xs;19288;0,000399745;LF;;LF
xt;36136;0,000748922;LF;;LF
xu;11413;0,000236535;LF;;LF
xv;6174;0,000127957;LF;;LF
xw;1567;3,24762E-05;LF;;LF
xx;14214;0,000294586;LF;;LF
xy;32060;0,000664446;LF;;LF
xz;206;4,26937E-06;LF;;LF
yå;53531;0,001109434;LF;;LF
yæ;35;7,25378E-07;LF;;LF
yb;351231;0,007279291;LF;;LF
yc;42321;0,000877106;LF;;LF
ye;5284132;0,10951406;HF;;HF
