bigram;freq;percentile_100;freq10;freq20;freq30_50
yq;0;0;LF;LF;LF
yr;35;3,77;;;LF
ys;2413;5,48;;;
yt;57;3,89;;;LF
yu;192;4,42;;;LF
yv;0;0;LF;LF;LF
yw;1;3,25;;;LF
yx;0;0;LF;LF;LF
yy;0;0;LF;LF;LF
yz;0;0;LF;LF;LF
za;153860;7,37;;;HF
zb;1;3,25;;;LF
zc;0;0;LF;LF;LF
zd;0;0;LF;LF;LF
ze;655200;8,48;;HF;HF
zf;0;0;LF;LF;LF
zg;0;0;LF;LF;LF
zh;0;0;LF;LF;LF
zi;99311;7,05;;;HF
zj;0;0;LF;LF;LF
zk;16;3,62;;;LF
zl;451;4,81;;;LF
zm;5439;5,86;;;
zn;0;0;LF;LF;LF
zo;23053;6,37;;;
zp;0;0;LF;LF;LF
zq;0;0;LF;LF;LF
zr;0;0;LF;LF;LF
zs;28;3,7;;;LF
zt;72;3,97;;;LF
zu;8502;6,02;;;
zv;0;0;LF;LF;LF
zw;0;0;LF;LF;LF
zx;0;0;LF;LF;LF
zy;106;4,13;;;LF
zz;4685;5,82;;;
